Trainingstyp;Datum;Disziplin;Schuss;Waffe;Visier;Entf;Anschlag;Resultat;Zeit;10.0;10.5.;10a0;10a5;L;L/250;Abstand;Kommentar
SCATT;23.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;6,5;64,0;23,0;89,0;44,0;251,0;243,0;21,0;
SCATT;23.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,3;2,8;69,0;30,0;86,0;37,0;431,0;436,0;38,0;Finger weg vom Abzug
SCATT;23.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,3;2,8;67,0;26,0;83,0;38,0;497,0;498,0;33,0;Finger weg vom Abzug
SCATT;24.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;6,3;52,0;16,0;89,0;46,0;246,0;257,0;21,0;
SCATT;24.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,2;5,2;64,0;21,0;89,0;45,0;248,0;271,0;17,0;1-2-3 Atmung, sonst reicht die Zeit nicht.
SCATT;24.05.2019;Speed;30;HPS;Offen;25;Stehend, Rechts;9,9;2,9;30,0;7,0;51,0;17,0;710,0;644,0;56,0;
LIVE;25.05.2019;Präzision;20;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;25.05.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;9,8;;;;;;;;;
LIVE;25.05.2019;Präzision;40;HPS;Offen;25;Stehend, Beide;9,6;;;;;;;;;
LIVE;25.05.2019;Präzision;40;PPQ;RedDot;25;Stehend, Beide;9,8;;;;;;;;;
LIVE;25.05.2019;Präzision;40;HPS;Offen;25;Stehend, Beide;9,6;;;;;;;;;
LIVE;01.06.2019;Speed;35;HPS;Offen;25;Stehend, Beide;9,7;;;;;;;;;LM 2019
LIVE;01.06.2019;Präzision;25;HPS;Offen;25;Stehend, Beide;9,7;;;;;;;;;LM 2019
LIVE;01.06.2019;Präzision;25;PPQ;RedDot;25;Stehend, Beide;9,5;;;;;;;;;LM 2019
LIVE;01.06.2019;Präzision;25;Xesse;Offen;25;Stehend, Beide;9,4;;;;;;;;;LM 2019
LIVE;01.06.2019;Speed;25;HPS;Offen;25;Stehend, Beide;;;;;;;;;;LM 2019
LIVE;01.06.2019;Speed;25;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;LM 2019
LIVE;01.06.2019;Speed;25;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;LM 2019
LIVE;01.06.2019;Präzision;25;HPS;Offen;25;Stehend, Beide;;;;;;;;;;LM 2019
LIVE;01.06.2019;Präzision;25;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;LM 2019
LIVE;17.06.2019;Speed;50;F12;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;17.06.2019;Präzision;80;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;18.06.2019;IPSC;250;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;18.06.2019;Präzision;100;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;19.06.2019;IPSC;100;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;20.06.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;20.06.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;21.06.2019;IPSC;100;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;21.06.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;21.06.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;22.06.2019;IPSC;100;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;22.06.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;22.06.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;23.06.2019;IPSC;100;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;23.06.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;23.06.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;30.06.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;QnD Bonn
LIVE;16.07.2019;IPSC;250;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;09.07.2019;IPSC;250;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;09.07.2019;Präzision;100;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;10.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Rechts;;;;;;;;;;
DRY;11.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Rechts;;;;;;;;;;
DRY;12.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Rechts;;;;;;;;;;
DRY;13.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Rechts;;;;;;;;;;
DRY;14.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Rechts;;;;;;;;;;
DRY;15.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Rechts;;;;;;;;;;
DRY;16.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Rechts;;;;;;;;;;
DRY;17.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Rechts;;;;;;;;;;
DRY;01.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;02.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;03.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;04.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;05.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;06.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;07.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;08.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;09.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;10.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;11.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;12.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;13.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;14.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;15.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;16.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
SCATT;17.07.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,8;61,0;24,0;75,0;33,0;494,0;466,0;40,0;
SCATT;17.07.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;5,6;50,0;14,0;84,0;38,0;280,0;279,0;20,0;
DRY;17.07.2019;Speed;10;DAR15;RedDot;25;liegend, aufgelegt;;;;;;;;;;
DRY;18.07.2019;IPSC;70;DAR15;RedDot;25;Stehend, Rechts;;;;;;;;;;
SCATT;18.07.2019;Speed;30;DAR15;RedDot;25;Stehend, Rechts;10,1;2,9;43,0;13,0;62,0;21,0;446,0;407,0;47,0;
SCATT;18.07.2019;Speed;30;DAR15;RedDot;25;Stehend, Rechts;10,2;2,9;56,0;23,0;66,0;26,0;405,0;336,0;39,0;
SCATT;18.07.2019;Speed;30;DAR15;RedDot;25;Stehend, Rechts;10,2;2,9;62,0;23,0;69,0;25,0;382,0;336,0;49,0;
DRY;20.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;20.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;20.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;21.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;21.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;21.07.2019;IPSC;50;F12;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;21.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;21.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;21.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;22.07.2019;IPSC;100;DAR15;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;22.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;23.07.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;23.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Beide;;;;;;;;;;
SCATT;24.07.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;5,7;53,0;16,0;81,0;40,0;279,0;262,0;20,0;
SCATT;24.07.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;5,2;62,0;24,0;81,0;33,0;281,0;269,0;22,0;Bis zur DM völlig auf Abzug konzentrieren!
SCATT;24.07.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,8;64,0;25,0;74,0;29,0;491,0;459,0;43,0;
SCATT;24.07.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,7;57,0;17,0;71,0;27,0;515,0;498,0;49,0;versehentliche Schussabgabe
DRY;25.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;25.07.2019;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;26.07.2019;IPSC;50;DAR15;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;26.07.2019;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;26.07.2019;IPSC;5;DAR15;RedDot;25;liegend, Frei;;;;;;;;;;
SCATT;26.07.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,3;51,0;15,0;87,0;39,0;255,0;253,0;18,0;
SCATT;26.07.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,7;50,0;16,0;65,0;24,0;561,0;493,0;48,0;
SCATT;26.07.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,3;2,8;58,0;18,0;73,0;25,0;479,0;459,0;41,0;Nachhalten bringt die richtige Ruhe!
DRY;26.07.2019;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;27.07.2019;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;27.07.2019;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;27.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;27.07.2019;IPSC;300;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
SCATT;29.07.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,4;2,8;62,0;23,0;70,0;25,0;380,0;296,0;43,0;
SCATT;29.07.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,2;2,8;64,0;22,0;73,0;29,0;373,0;293,0;43,0;
SCATT;29.07.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,2;2,7;65,0;23,0;74,0;29,0;355,0;268,0;40,0;
LIVE;30.07.2019;IPSC;250;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;30.07.2019;IPSC;50;F12;RedDot;25;Stehend, Beide;;;;;;;;;;
SCATT;01.08.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,1;2,8;63,0;21,0;73,0;29,0;373,0;297,0;42,0;
SCATT;01.08.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,2;2,9;61,0;18,0;78,0;33,0;341,0;258,0;44,0;
SCATT;01.08.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,2;2,9;57,0;16,0;74,0;27,0;347,0;273,0;41,0;
SCATT;01.08.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;5,0;74,0;30,0;89,0;43,0;261,0;270,0;20,0;
SCATT;01.08.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,4;2,9;78,0;31,0;92,0;53,0;424,0;405,0;26,0;
LIVE;04.08.2019;IPSC;100;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;03.08.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;05.08.2019;IPSC;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
SCATT;05.08.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,1;2,6;52,0;18,0;66,0;21,0;368,0;288,0;47,0;
SCATT;05.08.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,3;2,8;73,0;29,0;80,0;35,0;336,0;280,0;35,0;Gleichmäßig Abzug ziehen, egal wo der Punkt ist. Zum richtigem Zeitpunkt wird er an der richtigen Stelle stehen.
SCATT;05.08.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,5;2,8;72,0;28,0;84,0;36,0;305,0;244,0;36,0;
LIVE;06.08.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;06.08.2019;Präzision;50;HPS;Offen;25;Stehend, Beide;9,9;;;;;;;;;
SCATT;07.08.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,9;58,0;18,0;89,0;45,0;267,0;255,0;17,0;
SCATT;07.08.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,4;59,0;18,0;73,0;31,0;527,0;495,0;40,0;Unterzuckert gewesen.
SCATT;07.08.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,1;7,0;51,0;15,0;84,0;36,0;253,0;252,0;21,0;Atmung kontrolliert die Abläufe und den Abzug
SCATT;08.08.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;6,9;49,0;13,0;81,0;35,0;277,0;292,0;22,0;Kaffee zum Schießen ist kontraproduktiv, Ergebnis hätte deutlich besser sein können.
SCATT;08.08.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;5,9;55,0;13,0;91,0;45,0;252,0;271,0;20,0;Wandernder Haltepunkt durch Haltung, Blick, Brille oder andere Änderungen verursacht
SCATT;08.08.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,7;62,0;20,0;77,0;34,0;519,0;436,0;38,0;
SCATT;08.08.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,6;55,0;21,0;64,0;25,0;566,0;437,0;41,0;
SCATT;17.08.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,9;59,0;20,0;89,0;48,0;252,0;267,0;22,0;
SCATT;17.08.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,7;63,0;21,0;80,0;38,0;512,0;479,0;36,0;
SCATT;17.08.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,3;2,7;66,0;27,0;80,0;39,0;483,0;471,0;40,0;
DRY;18.08.2019;IPSC;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;18.08.2019;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
SCATT;18.08.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,2;2,6;54,0;18,0;69,0;25,0;376,0;281,0;44,0;
SCATT;18.08.2019;Speed;30;F12;RedDot;25;Stehend, Beide;10,4;2,7;67,0;25,0;83,0;37,0;322,0;245,0;32,0;
LIVE;19.08.2019;Speed;25;F12;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;19.08.2019;IPSC;50;DAR15;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;19.08.2019;Präzision;25;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;20.08.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
SCATT;20.08.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,0;5,5;62,0;19,0;87,0;42,0;248,0;243,0;18,0;Konzentration völlig auf gleichmäßigem Druckaufbau beim Abzug.
LIVE;20.08.2019;Präzision;20;PPQ;RedDot;25;Stehend, Beide;9,9;;;;;;;;;
LIVE;20.08.2019;Präzision;20;Xesse;Offen;25;Stehend, Beide;10,0;;;;;;;;;
LIVE;20.08.2019;IPSC;250;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
SCATT;21.08.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,2;5,9;67,0;21,0;88,0;44,0;264,0;273,0;21,0;Konzentration völlig auf gleichmäßigem Druckaufbau beim Abzug.
SCATT;21.08.2019;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,8;63,0;27,0;76,0;35,0;523,0;489,0;35,0;
DRY;22.08.2019;Speed;30;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;22.08.2019;Speed;30;Xesse;Offen;25;Stehend, Beide;10,1;2,7;64,0;23,0;70,0;28,0;521,0;471,0;45,0;
SCATT;22.08.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,8;47,0;15,0;79,0;35,0;474,0;414,0;39,0;
SCATT;22.08.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;5,8;55,0;17,0;88,0;46,0;267,0;250,0;22,0;
DRY;23.08.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;23.08.2019;IPSC;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;23.08.2019;IPSC;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
