Trainingstyp;Datum;Disziplin;Schuss;Waffe;Visier;Entf;Anschlag;Resultat;Zeit;10.0;10.5.;10a0;10a5;L;L/250;Abstand;Kommentar
SCATT;18.09.2018;Präzision;10;Ruger;RedDot;25;Stehend, links;9,9;7,3;43,0;9,0;78,0;32,0;171,0;132,0;18,0;
SCATT;18.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,7;62,0;18,0;65,0;24,0;364,0;265,0;36,0;
LIVE;18.09.2018;Speed;200;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;18.09.2018;IPSC;200;PPQ;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;17.09.2018;Speed;200;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;19.09.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,1;8,7;66,0;22,0;97,0;55,0;119,0;120,0;18,0;
SCATT;19.09.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;9,6;6,9;41,0;14,0;63,0;17,0;218,0;234,0;30,0;
SCATT;19.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,7;67,0;27,0;75,0;32,0;366,0;276,0;38,0;
SCATT;19.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,8;70,0;28,0;81,0;32,0;350,0;279,0;36,0;
SCATT;19.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,7;69,0;29,0;72,0;26,0;375,0;240,0;35,0;
DRY;20.09.2018;Speed;10;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;20.09.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;8,7;5,2;19,0;5,0;49,0;13,0;435,0;425,0;39,0;
SCATT;20.09.2018;Präzision;20;HPS;Offen;25;Stehend, links;7,7;4,9;10,0;3,0;32,0;8,0;551,0;592,0;62,0;
SCATT;20.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,7;48,0;16,0;75,0;33,0;533,0;471,0;48,0;
DRY;21.09.2018;Speed;10;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;21.09.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,5;5,7;35,0;9,0;81,0;38,0;277,0;284,0;21,0;
SCATT;21.09.2018;Präzision;30;HPS;Offen;25;Kniend, Beidhändig;9,6;4,8;31,0;6,0;79,0;31,0;291,0;291,0;22,0;
SCATT;21.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,7;48,0;14,0;80,0;34,0;471,0;427,0;32,0;
SCATT;21.09.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,2;3,5;22,0;5,0;53,0;18,0;425,0;420,0;34,0;
DRY;21.09.2018;Speed;10;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;22.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,9;2,6;45,0;12,0;78,0;36,0;479,0;371,0;37,0;ohne Gewichte
SCATT;22.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,6;55,0;16,0;83,0;38,0;449,0;360,0;34,0;ohne Gewichte
SCATT;22.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,9;2,7;40,0;10,0;80,0;36,0;429,0;353,0;35,0;ohne Gewichte
SCATT;22.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,7;2,6;38,0;13,0;85,0;42,0;421,0;361,0;29,0;ohne Gewichte
LIVE;24.09.2018;Speed;50;Ruger;RedDot;25;Stehend, Rechts;10,5; ;;;;;;;;
LIVE;24.09.2018;Speed;50;Ruger;RedDot;25;Kniend, Rechts;10,4;;;;;;;;;
LIVE;25.09.2018;IPSC;200;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;25.09.2018;Speed;80;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;25.09.2018;Speed;20;Xesse;Offen;20;Stehend, Beide;10,4;;;;;;;;;
LIVE;25.09.2018;Speed;15;HPS;Offen;20;Stehend, Beide;;;;;;;;;;
LIVE;25.09.2018;Speed;15;HPS;Offen;20;Stehend, Beide;10,2;;;;;;;;;
LIVE;25.09.2018;Speed;15;HPS;Offen;20;Stehend, Beide;10,1;;;;;;;;;
SCATT;25.09.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;8,6;4,8;12,0;2,0;48,0;15,0;447,0;459,0;38,0;
SCATT;26.09.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,4;5,8;33,0;9,0;81,0;35,0;305,0;321,0;21,0;
SCATT;26.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,9;71,0;28,0;84,0;39,0;478,0;466,0;38,0;
DRY;26.09.2018;IPSC;30;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;26.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,6;59,0;22,0;67,0;25,0;570,0;522,0;42,0;
SCATT;26.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,4;54,0;18,0;81,0;37,0;519,0;513,0;42,0;
SCATT;27.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;8,8;2,7;39,0;11,0;76,0;35,0;481,0;391,0;44,0;
SCATT;27.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,7;39,0;11,0;78,0;36,0;481,0;387,0;42,0;
SCATT;27.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,9;2,6;48,0;14,0;72,0;30,0;497,0;400,0;40,0;
SCATT;27.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,6;53,0;17,0;81,0;37,0;450,0;374,0;36,0;
SCATT;27.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,5;2,7;53,0;19,0;86,0;41,0;397,0;340,0;40,0;
SCATT;27.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,8;53,0;16,0;88,0;50,0;369,0;347,0;37,0;
SCATT;28.09.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,5;6,0;30,0;5,0;91,0;46,0;243,0;249,0;19,0;
SCATT;28.09.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,6;7,0;41,0;11,0;85,0;36,0;259,0;259,0;20,0;
SCATT;28.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,7;55,0;15,0;87,0;46,0;415,0;394,0;31,0;
SCATT;28.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,7;58,0;17,0;91,0;53,0;385,0;333,0;33,0;
SCATT;29.09.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;10,0;7,6;70,0;26,0;84,0;40,0;169,0;178,0;22,0;beidseitiges knien
DRY;28.09.2018;IPSC;30;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;29.09.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,3;8,8;70,0;24,0;90,0;49,0;133,0;143,0;16,0;
SCATT;29.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,0;2,8;73,0;31,0;85,0;34,0;309,0;233,0;32,0;
SCATT;29.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,0;2,7;68,0;25,0;79,0;34,0;301,0;222,0;35,0;
SCATT;30.09.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,0;7,6;61,0;24,0;91,0;48,0;135,0;130,0;15,0;
SCATT;30.09.2018;Präzision;15;Ruger;RedDot;25;Stehend, links;9,9;4,7;48,0;11,0;73,0;25,0;190,0;175,0;23,0;
SCATT;30.09.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;9,7;5,0;41,0;9,0;67,0;23,0;205,0;191,0;30,0;einseitiges Knien
SCATT;30.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,0;2,7;76,0;30,0;80,0;32,0;329,0;235,0;39,0;
SCATT;30.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;9,9;2,8;72,0;28,0;82,0;40,0;309,0;220,0;39,0;
SCATT;30.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,7;63,0;24,0;70,0;27,0;364,0;271,0;40,0;
LIVE;01.10.2018;Speed;15;HPS;Offen;25;Stehend, Beide;10,3;;;;;;;;;
LIVE;01.10.2018;Speed;20;Ruger;RedDot;25;Stehend, Rechts;10,5;;;;;;;;;
LIVE;01.10.2018;Speed;20;Ruger;RedDot;25;Stehend, Rechts;10,5;;;;;;;;;
LIVE;01.10.2018;Speed;20;Ruger;RedDot;25;Stehend, Rechts;10,6;;;;;;;;;
LIVE;01.10.2018;Speed;45;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;02.10.2018;IPSC;150;PPQ;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;02.10.2018;Speed;50;Xesse;Offen;25;Stehend, Beide;10,3;;;;;;;;;
LIVE;02.10.2018;Speed;15;PPQ;Offen;25;Stehend, Beide;10,0;;;;;;;;;
LIVE;02.10.2018;Speed;15;PPQ;Offen;25;Stehend, Beide;10,2;;;;;;;;;
SCATT;04.10.2018;Präzision;30;Ruger;RedDot;25;Stehend, links;9,9;7,6;54,0;16,0;87,0;44,0;139,0;133,0;22,0;LW muss im Schultergürtel einhakt werden!
SCATT;04.10.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;10,0;8,3;63,0;21,0;89,0;44,0;153,0;159,0;20,0;
SCATT;04.10.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;9,6;2,9;80,0;35,0;91,0;46,0;261,0;220,0;30,0;
SCATT;04.10.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,8;61,0;28,0;64,0;25,0;349,0;246,0;50,0;uff, wie schlecht war das denn?
SCATT;05.10.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,1;7,5;63,0;25,0;98,0;60,0;124,0;114,0;14,0;
SCATT;05.10.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;9,7;2,9;79,0;38,0;83,0;41,0;306,0;225,0;30,0;
SCATT;05.10.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,6;65,0;28,0;65,0;25,0;406,0;275,0;46,0;
SCATT;05.10.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,7;73,0;33,0;80,0;35,0;344,0;257,0;42,0;
SCATT;05.10.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;10,0;7,2;58,0;18,0;82,0;34,0;168,0;155,0;22,0;
SCATT;05.10.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,8;70,0;28,0;75,0;29,0;335,0;248,0;41,0;Steiler Anschlag mit Ablage auf Schlüsselbein scheint besser zu sein.
SCATT;06.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,6;55,0;15,0;75,0;29,0;477,0;408,0;33,0;
SCATT;06.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,5;40,0;15,0;76,0;38,0;484,0;397,0;41,0;
SCATT;06.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,5;52,0;15,0;81,0;39,0;482,0;349,0;34,0;
SCATT;06.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,6;42,0;11,0;84,0;40,0;449,0;359,0;31,0;
SCATT;06.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,7;2,6;43,0;14,0;75,0;34,0;470,0;377,0;38,0;
SCATT;08.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,6;47,0;11,0;81,0;41,0;453,0;373,0;31,0;
SCATT;08.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,5;61,0;20,0;81,0;36,0;463,0;403,0;40,0;
SCATT;08.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,6;37,0;11,0;85,0;45,0;437,0;361,0;34,0;Waffe schnell hoch, Druck auf Abzug gleichmäßig immer stärker werdend, egal wo das Korn steht.
SCATT;08.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,7;45,0;14,0;86,0;48,0;434,0;383,0;32,0;unterstützende Hand lockerer, Waffe im Voranschlag leicht nach oben kippen.
SCATT;08.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,7;40,0;10,0;91,0;46,0;418,0;361,0;33,0;
LIVE;09.10.2018;Speed;100;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;09.10.2018;Speed;15;HPS;Offen;25;Stehend, Beide;10,3;;;;;;;;;Präzision isvn Scheibenmitte zu halten ist irgendwie generell ein Problem
LIVE;09.10.2018;Speed;20;Ruger;RedDot;25;Stehend, Rechts;10,5;;;;;;;;;Präzision isvn Scheibenmitte zu halten ist irgendwie generell ein Problem
LIVE;09.10.2018;Speed;20;Xesse;Offen;25;Stehend, Beide;10,4;;;;;;;;;Präzision isvn Scheibenmitte zu halten ist irgendwie generell ein Problem
LIVE;09.10.2018;Speed;20;Xesse;Offen;25;Stehend, Beide;10,5;;;;;;;;;Präzision isvn Scheibenmitte zu halten ist irgendwie generell ein Problem
DRY;11.10.2018;Präzision;100;Ruger;RedDot;10;Stehend, Rechts;;;;;;;;;;Einbau Tuning-Teile. Funktionsprobe, Schulterstütze tiefer.
LIVE;12.10.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;9,2;;;;;;;;;
LIVE;12.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,0;;;;;;;;;
SCATT;12.10.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;9,9;2,7;38,0;10,0;65,0;26,0;439,0;342,0;45,0;
SCATT;12.10.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,2;2,7;60,0;14,0;75,0;29,0;384,0;288,0;36,0;
LIVE;13.10.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,0;;;;;;;;;Offene VM Hückelhofen
LIVE;13.10.2018;Präzision;30;Xesse;Offen;20;Stehend, Beide;9,5;;;;;;;;;
LIVE;13.10.2018;Präzision;30;HPS;Offen;20;Stehend, Beide;9,1;;;;;;;;;
LIVE;13.10.2018;Speed;30;Xesse;Offen;20;Stehend, Beide;10,1;;;;;;;;;
LIVE;13.10.2018;Speed;30;HPS;Offen;20;Stehend, Beide;9,9;;;;;;;;;
LIVE;13.10.2018;Speed;100;Ruger;RedDot;25;Stehend, Rechts;10,4;;;;;;;;;
LIVE;15.10.2018;Speed;40;HPS;Offen;25;Stehend, Beide;;;;;;;;;;Chrono-Messung
LIVE;15.10.2018;Speed;40;HPS;Offen;25;Stehend, Beide;10,1;;;;;;;;;
LIVE;15.10.2018;Speed;40;HPS;Offen;25;Stehend, Beide;10,1;;;;;;;;;
LIVE;15.10.2018;Speed;40;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;19.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,4;2,9;34,0;11,0;82,0;33,0;514,0;495,0;42,0;
SCATT;19.10.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,5;2,7;38,0;13,0;77,0;34,0;522,0;467,0;46,0;
LIVE;23.10.2018;IPSC;150;PPQ;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;23.10.2018;IPSC;150;PPQ;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;23.10.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;;;;;;;;;;
LIVE;27.10.2018;Speed;40;Ruger;RedDot;25;Stehend, Rechts;10,3;;;;;;;;;Magnumpokal Speed
LIVE;27.10.2018;Präzision;50;Ruger;RedDot;25;Stehend, Rechts;9,7;;;;;;;;;Magnumpokal Mehrdistanz
LIVE;30.10.2018;IPSC;150;PPQ;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;30.10.2018;Präzision;30;PPQ;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;30.10.2018;Präzision;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;01.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;9,8;2,8;50,0;16,0;76,0;38,0;353,0;289,0;41,0;
SCATT;01.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;9,8;2,9;56,0;17,0;78,0;29,0;343,0;314,0;46,0;
LIVE;02.11.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;DQ bei Mehrdistanz
LIVE;03.11.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,8;;;;;;;;;
LIVE;03.11.2018;Präzision;30;PPQ;Offen;25;Stehend, Beide;9,1;;;;;;;;;
LIVE;03.11.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;03.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;;;;;;;;;;
LIVE;03.11.2018;IPSC;140;PPQ;RedDot;25;Stehend, Rechts;;;;;;;;;;
SCATT;04.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;;;;;;;;;;Linse war locker
SCATT;04.11.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;;;;;;;;;;Linse war locker
SCATT;04.11.2018;Präzision;20;HPS;Offen;25;Stehend, Beide;10,2;8,1;45,0;14,0;66,0;23,0;345,0;320,0;25,0;
SCATT;05.11.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,1;6,7;17,0;3,0;59,0;19,0;375,0;383,0;28,0;
SCATT;05.11.2018;Präzision;30;HPS;Offen;25;Stehend, links;8,9;6,2;17,0;4,0;45,0;13,0;447,0;456,0;36,0;
SCATT;05.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;6,8;55,0;18,0;80,0;35,0;316,0;309,0;25,0;
SCATT;05.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,6;69,0;24,0;81,0;36,0;573,0;553,0;41,0;
LIVE;06.11.2018;Speed;50;HPS;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;06.11.2018;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;06.11.2018;Speed;250;Xesse;RedDot;25;Stehend, Beide;;;;;;;;;;
SCATT;06.11.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,5;6,3;34,0;9,0;73,0;27,0;321,0;330,0;27,0;
SCATT;06.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;8,1;55,0;18,0;85,0;40,0;278,0;286,0;19,0;
SCATT;06.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,8;73,0;26,0;91,0;48,0;465,0;463,0;34,0;
SCATT;06.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,6;2,7;69,0;31,0;82,0;37,0;498,0;504,0;41,0;
SCATT;07.11.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;9,4;6,1;42,0;12,0;69,0;25,0;349,0;348,0;31,0;
SCATT;07.11.2018;Präzision;30;Xesse;Offen;25;Stehend, links;8,7;6,2;12,0;2,0;45,0;14,0;415,0;415,0;40,0;
SCATT;07.11.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,9;7,1;55,0;18,0;84,0;40,0;260,0;270,0;17,0;
SCATT;07.11.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,7;56,0;19,0;81,0;36,0;466,0;455,0;39,0;
SCATT;07.11.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,3;2,7;72,0;30,0;86,0;36,0;464,0;433,0;34,0;
SCATT;08.11.2018;Präzision;30;PPQ;Offen;25;Stehend, Rechts;9,6;6,1;31,0;7,0;77,0;30,0;310,0;308,0;24,0;
SCATT;08.11.2018;Präzision;30;PPQ;Offen;25;Stehend, links;8,5;5,8;11,0;2,0;41,0;12,0;375,0;383,0;38,0;
SCATT;08.11.2018;Präzision;30;PPQ;Offen;25;Stehend, Beide;9,8;7,0;49,0;15,0;92,0;48,0;227,0;220,0;19,0;
SCATT;08.11.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,0;2,7;56,0;17,0;91,0;48,0;390,0;379,0;31,0;
SCATT;09.11.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,2;10,4;84,0;40,0;96,0;51,0;126,0;130,0;18,0;
SCATT;09.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,9;80,0;35,0;85,0;42,0;302,0;255,0;34,0;
SCATT;09.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,5;2,9;85,0;38,0;88,0;43,0;290,0;256,0;30,0;Neue Technik: Abkippen der Waffe. Fünf Miss gelöscht
SCATT;09.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,5;2,8;74,0;36,0;81,0;41,0;297,0;254,0;41,0;Neue Technik: Abkippen der Waffe. Fünf Miss gelöscht
LIVE;13.11.2018;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;13.11.2018;IPSC;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;13.11.2018;Präzision;60;HPS;RedDot;25;Stehend, Beide;9,6;;;;;;;;;
LIVE;13.11.2018;Speed;40;HPS;RedDot;25;Stehend, Beide;9,9;;;;;;;;;
SCATT;14.11.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,2;8,6;88,0;42,0;95,0;55,0;131,0;138,0;17,0;Verreißen im Schuss - sonst Ergebnis > 10.4 bei Abzug < 12!!
SCATT;14.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,8;77,0;35,0;83,0;39,0;329,0;245,0;36,0;
SCATT;14.11.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;10,2;9,7;76,0;31,0;86,0;39,0;168,0;172,0;21,0;
SCATT;14.11.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,2;9,3;84,0;40,0;94,0;53,0;132,0;129,0;16,0;Verreißen im Schuss - sonst Ergebnis > 10.3 bei Abzug < 13!!
SCATT;15.11.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,1;10,9;75,0;33,0;91,0;45,0;146,0;144,0;18,0;
SCATT;15.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;9,9;2,8;76,0;32,0;78,0;32,0;357,0;308,0;40,0;
SCATT;15.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,8;70,0;25,0;76,0;28,0;350,0;286,0;44,0;
SCATT;15.11.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,3;7,8;84,0;37,0;93,0;51,0;134,0;134,0;16,0;Schneller Schiessen verbessert die Halteruhe.
SCATT;16.11.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,1;6,0;23,0;5,0;58,0;16,0;425,0;443,0;28,0;
SCATT;16.11.2018;Präzision;30;HPS;Offen;25;Stehend, links;8,4;4,3;12,0;2,0;35,0;9,0;541,0;518,0;44,0;
SCATT;16.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,7;6,3;37,0;10,0;81,0;33,0;321,0;337,0;20,0;
SCATT;16.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,5;58,0;22,0;75,0;33,0;575,0;553,0;46,0;
SCATT;16.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,9;2,7;48,0;13,0;68,0;24,0;621,0;622,0;48,0;
SCATT;16.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,9;2,6;52,0;15,0;78,0;30,0;597,0;583,0;40,0;
SCATT;16.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,7;58,0;18,0;85,0;38,0;543,0;531,0;43,0;ruhiger schiessen scheint besser zu gehen.
SCATT;17.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;10,1;7,3;61,0;19,0;85,0;39,0;306,0;319,0;16,0;
SCATT;17.11.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,2;6,8;32,0;8,0;59,0;20,0;427,0;440,0;31,0;Wandernder Haltepunkt durch Haltung, Blick, Brille oder andere Änderungen verursacht
SCATT;17.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;10,1;6,8;49,0;15,0;85,0;37,0;310,0;313,0;19,0;
SCATT;17.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,8;69,0;23,0;85,0;37,0;486,0;516,0;39,0;Wichtiger Fehler: Beim anheben nicht auf Anhieb die 10 gefunden. Folge ist unruhiger Schuss
SCATT;17.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,3;2,7;56,0;19,0;71,0;30,0;551,0;527,0;42,0;
SCATT;17.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,8;68,0;24,0;84,0;40,0;501,0;498,0;36,0;Bewusst gezielt und dann recht ruhig abgezogen.
SCATT;17.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,8;68,0;24,0;83,0;36,0;488,0;484,0;42,0;
SCATT;18.11.2018;Präzision;30;HPS;Offen;25;Stehend, links;8,4;5,5;21,0;4,0;40,0;11,0;460,0;463,0;42,0;
SCATT;18.11.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,4;5,7;37,0;10,0;59,0;19,0;401,0;405,0;29,0;
SCATT;18.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,7;6,2;30,0;8,0;83,0;36,0;291,0;296,0;19,0;
SCATT;18.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;6,1;57,0;17,0;77,0;34,0;331,0;364,0;23,0;
SCATT;19.11.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;9,4;6,7;38,0;9,0;62,0;19,0;387,0;391,0;31,0;
SCATT;19.11.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,8;6,6;57,0;18,0;81,0;35,0;311,0;299,0;23,0;Die größten Fehler waren Abzugsfehler, der Rest Nullpunkt???
SCATT;19.11.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,9;7,3;62,0;20,0;82,0;37,0;306,0;324,0;22,0;Die größten Fehler waren Abzugsfehler, der Rest Nullpunkt???
LIVE;20.11.2018;Speed;150;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;20.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,3;;;;;;;;;
LIVE;20.11.2018;Speed;50;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;20.11.2018;IPSC;150;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;21.11.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,2;10,4;87,0;43,0;96,0;60,0;125,0;134,0;17,0;
SCATT;21.11.2018;Präzision;30;Ruger;RedDot;25;Stehend, links;10,2;6,9;69,0;23,0;87,0;37,0;162,0;154,0;19,0;
SCATT;21.11.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;10,2;7,1;70,0;22,0;84,0;41,0;164,0;165,0;21,0;drei Versuche, dreimal das gleiche Ergebnis, extrem unterschiedliche Zahlen in 10.0 und Abstand. Was ist die Ursache?
SCATT;21.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,7;66,0;24,0;72,0;28,0;372,0;278,0;43,0;Auf die Mündung gucken - nicht auf die Scheibe
SCATT;22.11.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;9,9;8,9;55,0;16,0;75,0;28,0;198,0;190,0;22,0;
